id,date,views,likes,reposts,body,comments
2478,1581946202,1157,10,0,"⚡Самара! Backend! Февраль! ⚡

Приглашаем на митап всех увлеченных Backend-разработкой. Это отличная возможность не только послушать доклады, но и обменяться мнениями с коллегами, решить давно наболевшие вопросы и проверить свои скиллы 😌

За три часа три спикера SimbirSoft выступят с тремя докладами:
• Простой вход в нейросети — для тех, кто не знает с чего начать.
• Неуправляемое API.
• VFS for Git и способы работы с монорепозиториями.

Регистрируйтесь и приходите: startupsamara.timepad.ru/event/1245801
Количество мест ограничено. 

#мероприятия@samara_it_community",1
2475,1581489001,1067,4,0,"Компания ООО «ВАН» ищет в свою команду ответственного full stack разработчика, нацеленного на качественную работу с желанием учиться и развиваться. 
 
Требования к кандидату: 
Требуемый опыт работы: 1–3 года 
Полная занятость, гибкий график, удаленка 
 
Чем вы будете заниматься: 
Работать над финтех и крипто проектами 
Backend: python, django, celery, aiohttp, asyncpg, postgresql. 
Frontend: react, redux, saga. 
 
Компании важно: 
Желание разбираться в задаче и продукте, взаимодействовать с РМ. 
Умение переключаться в контекстах задач и между front и back. 
Быть ответственным и адекватно оценивать свои силы 
Знание крипты не обязательно, научат
 
Условия: 
График работы: удаленно; 
Минимум бюрократии; 
Адекватное и лояльное руководство, дружная команда на проекте; 
Официальное трудоустройство. 
Офисы: Москва, Пермь, Прага, Рига. 
 
Если предложение Вам интересно, перезвоните, пожалуйста, 
по телефону +7 (952) 3295070 
HR менеджер компании ООО ""ВАН"" 
pam@van.work 
#вакансии@samara_it_community",0
2472,1581427800,933,2,0,"Друзья, напоминаем!

 21 февраля в Самаре состоится День пользователя Dr.Web. Участники узнают о правилах реагирования на вирусозависимые компьютерные инциденты (ВКИ) и о инструментарии для анализа подозрительного ВПО — сервисе Dr.Web vxCube. Слушателям представят услугу экспертизы вирусозависимых компьютерных инцидентов, в рамках которой специалисты «Доктор Веб» проводят расследования заражений, находят их источники, помогают справиться с последствиями и дают полезные рекомендации на будущее. Приходите, будет интересно! 

Адрес: г. Самара, ул. Алексея Толстого, д. 99, отель «Холидей Инн Самара» (конференц-зал «Самара»). Сбор участников с 9:45. Участие в мероприятии – бесплатное, но требующее предварительной регистрации: https://www.drweb.ru/event/customer_day/register/

#мероприятия@samara_it_community",0
2471,1581402600,1242,5,1,"Системный администратор, отзовись! 

В дружный коллектив кадровой компании требуется системный администратор с навыками работы с Windows Server, Linux Server, с опытом администрирования доменной сети, знанием стека протоколов TCP\IP. 
Компания предоставляет: 
- внутреннее обучение; 
- разнообразные задачи; 
- трудоустройство согласно ТК РФ; 
- стабильную заработную плату: готовы обсуждать Ваши пожелания и увеличить уровень дохода исходя из квалификации и опыта; 
- комфортный офис в центре города. 
Все интересующие вопросы можно задать в Telegram: @recruitersmr
 
#вакансии@samara_it_community",0
2469,1581341402,1133,5,1,"В [club43146632|ANMEDIO] открыт набор на 2 вакансии: фронтенд и бэкенд. Нужны уверенные миддлы или очень близкие к этому.

Большинство их проектов — сервисы, которые улучшают жизнь, решают важные задачи людей и бизнеса. Некоторыми вы, возможно, пользовались и сами, например, сайт сети ""Мягких кинотеатров"".

Всякие технические подробности про вакансии на hh:
— Frontend https://samara.hh.ru/vacancy/35751494
— Backend https://samara.hh.ru/vacancy/35751510

По всем вопросам можно писать в комментарии или в личку [id14490831|Артему] 🤘

#вакансии@samara_it_community",1
2460,1580995802,1669,17,2,"Всем привет, в этот раз у нас не просто новый выпуск #SITCast - но и зарождение сообщества ""мобильщиков"". Вступайте в чатик https://t.me/sitc_mobile и помогите дать ему имя, а также слушайте эпизод с крутыми гостями и читайте описание с кучей полезных ссылок 👇🏻",1
2453,1580884201,1157,4,0,"Крупное SMM агентство ищет квалифицированного верстальщика с навыками написания кода для разработки мобильного приложения по отслеживанию алгоритмов работы рекламного сервиса.
Преимуществом будет наличие портфолио и отзывов. Сроки работы 2-3 недели. Для уточнения информации необходимо позвонить по ниже указанным телефонам.
Дмитрий: 8-927-907-99-85
Максим: 8-937-983-41-22

#вакансии@samara_it_community",5
2452,1580823002,1052,4,0,"Вакансия в команде мобильной разработки:

Про работу — ecwid.ru/android
Про компанию — https://bigvill.ru/career/87849-kak-eto-ustroeno-it-k..
На HH.ru — hh.ru/vacancy/35331865

За подробностями обращайтесь в telegram — @join_ecwid_ru

#вакансии@samara_it_community",0
2447,1580797801,892,2,0,"В России продолжается IRON ROAD SHOW - совместная программа Куйбышевской железной дороги и YellowRockets, которая поможет основателям проектов внедрить свои разработки в инфраструктуру ОАО «РЖД» в кратчайшие сроки!

8 февраля в Самаре пройдет Стартап-марафон - интенсивная образовательная программа в рамках IRON ROAD SHOW. Участники разберут сильные и слабые стороны своих проектов с экспертами, изучат вопросы Customer Development, в том числе особенности построения проблемного интервью при работе с корпоративными клиентами. Практическая часть Стартап-марафона предполагает индивидуальную работу над вашим проектом в формате «эксперт/инвестор — команда стартапа».

Кому стоит принять участие в Стартап-марафоне:
⚫ Действующие предприниматели освоят инструменты для упаковки своего бизнеса под запросы на инновации ОАО «РЖД»;
⚫ Стартапы получат профессиональный фидбэк по решению проблем (нет продаж, не определен клиентский сегмент, сомнения в бизнес-модели и т.д.);
⚫ Разработчики инновационных технологий узнают, как в кратчайшие сроки запустить пилотный проект на КбшЖД;
⚫ Основатели проектов на стадии идеи, а также все, кто хочет попробовать себя в стартапе, найдут единомышленников и узнают, как правильно запустить стартап.

Кроме Самары Стартап-марафоны IRON ROAD SHOW пройдут в феврале в Казани, Ульяновске, Уфе и Пензе. Даты уточняются, следите за обновлениями!

Подробности и регистрация на Стартап-марафон в Самаре: http://bit.ly/2Rl0qTL

#мероприятия@samara_it_community",0
2444,1580722204,1415,5,1,"ПАО ""МегаФон"" ищет в свою команду Digital-рекрутера! 💚💚💜 
 
👉🏻Кому эта вакансия может быть интересна: 
 
👩‍🏫 Рекрутерам с опытом в подборе персонала (агентство или in-house) на рынке Digital/IT, которым хочется: 
- прокачать свои компетенции в digital-подборе IT-специалистов и не только;
- вести вакансии из самых разных сфер бизнеса и технологий;
- работать в стабильной, но динамичной компании. 
 
📝Что гарантирует компания: 
- интересные задачи; 
- достойную оплату труда, квартальные и годовые бонусы за эффективную работу; 
- соцпакет (мобильная связь, фитнес, ДМС); 
- возможность пройти курсы по IT рекрутменту и т.д. 
 
Откликнуться на вакансию можно ниже по ссылке или написав HR в ЛС [id121842629|Алина Цыбулина] 💚💚💜 
 
Подробнее о вакансии: https://samara.hh.ru/vacancy/35592411

#вакансии@samara_it_community",0
2440,1580452200,936,4,0,"Хотите знать все о современных угрозах ИБ? Приходите на День пользователя Dr.Web, который пройдет 21 февраля в Самаре, поговорим об этом! Кроме того, специалисты российской антивирусной компании «Доктор Веб» расскажут о том, как происходит «гонка» между вирусописателями и антивирусными технологиями, и как Dr.Web удается оставаться на шаг впереди, а также подарят подарки и сувениры. 
Участие бесплатное, но требуется предварительная регистрация. 
Подробнее: https://news.drweb.ru/show/?i=13629&lng=ru

#мероприятия@samara_it_community",0
2439,1580391001,1461,10,0,"[club46648358|Mercury Development] открывают набор на стажировку по мобильной разработке в Самаре!

За 3 месяца обучения студенты узнают изнутри, как устроен процесс современной разработки приложений под iOS/Android. Это возможность резко повысить квалификацию и сделать важный шаг к началу профессиональной карьеры.

Отбор на стажировку будет проходить на конкурсной основе — необходимо знать основы ООП, БД, а также один из языков программирования (С++/Objective-c или Java, C#, Python, Ruby). Успешным стажерам выплачивается стипендия.

Занятость на время стажировки — от 10 часов в неделю. График работы гибкий и учитывает ваше персональное расписание. Лучших стажеров приглашают на работу в Меркури.

Оставить свой отклик и узнать больше подробностей можно по ссылке: https://academy.mercdev.com/ru/#mobile

#вакансии@samara_it_community #обучение@samara_it_community",0
2437,1580365801,1038,2,0,"Cамара 
Backend - разработчик (удаленная работа)

Автопортал «Авто-Брокер» приглашает на работу в команду по разработке и поддержке интернет-портала программиста-разработчика 
Обязанности: 
- Работа по Backend разработке(основная работа); 
- Выполнение дополнительных задач по заданию руководителя,если кандидат владеет продвинутыми знаниями и опытом в верстке; 
Ключевые навыки и инструментарий: 
 
- Наличие опыта работы с git; 
- MySQL,j Query, Git, PHР, HTML; js; yii2; laravel; 1С Битрикс; Wordpress; ajax; css;rest api;xml; 
- Аналитический склад ума; 
- Ответственность, упорство, целеустремленность; 
- Стремление к постоянному изучению нового и его применение в своей работе; 
- Вашим преимуществом будет опыт работы с Битрикс 24 и классифайдами (OSCLASS); 
 
Условия: 
 • Уровень заработной платы (от 60.000 руб) ,окончательный уровень обсуждается индивидуально по результатам собеседования; 
 • Интересная работа в стабильной, развивающейся компании; 
 • Официальное трудоустройство в соответствии с ТК РФ; 
 • Интересная корпоративная жизнь в компании; 
 • Своевременная оплата труда; 
 • Сплоченная команда профессионалов 
Перед приглашением на собеседование необходимо выполнить тестовые задания. Уточняющие вопросы по тестовому заданию - приветствуются. 
89033307530 
kolokoltsov.vlad@mail.ru

#вакансии@samara_it_community",0
2434,1580304601,1099,5,1,"В эту пятницу наградим участников #sitc_game_jam и приятно проведём время с сообществом - присоединяйтесь!

[club191386545|Всесамарский съезд игроделов и игроделок] - это неформальная встреча за бокалом крепких напитков и возможностью нетворкинга 🍻

#мероприятия@samara_it_community",0
2431,1580279401,1024,4,1,"""Группа Кронштадт"" открыла офис разработки в Самаре 🔥

🚴‍♀ Компания активно набирает 
- разработчиков Python (PostgreSQL, RabbitMQ) 
- разработчиков JS (Vue.js TypeScript Angular)
- QA специалистов

 📣 Приглашается: Senior/Lead Python разработчика на два важных направления в разработке:
- Ситуационные центры и системы поддержки принятия решений
- Единые автоматизированные картографические системы

 ✅ Вам предстоит участвовать в создании сложного программного решения в команде:

создавать новые сервисы, а также строить и реализовывать микро-сервисные архитектуры; 
дорабатывать существующие сервисы, а также обновлять стек технологий; 
создавать standalone-приложения и дорабатывать существующие приложения; 
реализовывать модули взаимодействия между сервисами, приложениями и серверами; 
проводить ревью кода команды; 
работать в команде и самостоятельно.

✅ Откликайтесь, если у вас есть:

уверенные знания Python; 
опыт создания сервисов/ серверных приложений и web-сервисов; 
опыт разработки серверных и клиентских приложений; 
опыт работы с СУБД (PostgreSQL); 
знание принципов MQ (RabbitMQ и пр.); 
умение писать понятный и простой код, разбираться и работать с чужим кодом =); 
глубокое понимание принципов ООП и умение использовать их на практике; 
умение проектировать приложения и сервисы.

✅ Что с компании: 
 
участие в разработке уникального сложного продукта; 
отсутствие legacy; 
современный, продуманный офис в г.Самара. (ул.Луначарского, рядом с музеем «Самара космическая»); Есть парковка и свободные места)) 
гибкий подход к графику работы; 
соблюдение всех норм ТК РФ; 
добровольное медицинское страхование; 
финансовая поддержка от компании при значимых событиях в жизни; 
возможность проходить обучение, повышать квалификацию, участвовать в митапах и профильных мероприятиях.

🍋 Уровень ЗП определеляется согласно уровню кандидата, индивидуально.

Ссылка на вакансию: https://samara.hh.ru/vacancy/35486998

Вопросы можно в телеграмм: @k_lesha 

#вакансии@samara_it_community",0
2423,1580218202,747,3,0,"Совсем скоро состоится второй [club177941611|Everfest — дизайн фестиваль] . На сайте появилась предварительная программа с мощным составом спикеров, который продолжает пополняться. 
 
💥Фестиваль посвящен дизайну, творчеству и технологиям. 

Два дня, в шести секциях будут обсуждать: 
— цифровой дизайн. Выступают представители крупнейших агентств страны — AIC, Red Сollar, Agima, Redmadrobot и другие. 
— дизайн вокруг нас (облик города, брендинг, реклама, промышленный дизайн), где выступают продуктолог РЖД и известный архитектор, обладательница диплома Союза архитекторов России «Кентавр-2018» — Наида Исматулаева. 
— управление студией и продуктом. Докладчики из Skyeng, Росбанк, Райффайзенбанк и др. 
— фронтенд и бэкенд, секция с евангелистами и опытными менторами из Лига А, Extyl-PRO и др. 
— бизнес, PR, HR, личный бренд и маркетинг. Выступают ведущие специалисты из Нетологии, Tagline и Globus. 
⠀ 
👉🏻 В этом году добавили специальную секцию в формате TED с известными личностями, которые расскажут: 
— Когда мы научимся чувствовать предметы в VR? 
— На что способны боты с искусственным интеллектом? 
— Как банки через смартфон управляют нашими эмоциями? 
— Как генетические тесты меняют медицину? 
 
Оба дня будет работать выставка, зона нэтворкинга и мастер-классов. Спикеров можно не только послушать днем, но и пообщаться с ними на сумасшедшем «afterparty» вечером. 
 
29 февраля и 1 марта — первые выходные весны, куча новых знакомств, знаний и очень много крутого контента ждут тебя в уютном городке Тамбове. 
Программа и регистрация — https://everfest.ru/

#мероприятия@samara_it_community",0
2420,1580193000,959,4,1,"[id45389427|Дмитрий Николаев] организует турнир по Gran Tourismo на PS4 📦

Если наберется четверо участников, то турниру быть. 

Главный приз карточка в PSN на 1000 рублей! 😮

#SITChamp@samara_it_community",2
2419,1580131800,1082,8,0,"Java and Kotlin User Group is back!

Ближайший митап планируется весной и ваши доклады принимаются через онлайн-форму: https://forms.office.com/Pages/ResponsePage.aspx?id=0HIbtJ9OJkyKaflJ82fJHbQRQHpIw5lHvGUN2MJH5v5UREpKVDczSTU4WURDWEVUUkdGM0RFMFRQTS4u

#cfp@samara_it_community",0
2413,1580106600,939,8,0,"14 февраля 2020 года стартует новый набор на образовательный курс для разработчиков по программированию в среде Unity. 

Организует обучение Институт инновационного развития Самарского государственного медицинского университета. 
 
Unity – это: 
• самая распространённая среда для разработчиков игр VR/AR приложений и специализированного программного обеспечения 
• кросс-платформенная разработка позволяет делать программное обеспечение для десктопных и мобильных устройств Android, IOS и игровых консолей. 

Занятия позволят начинающим программистам получить опыт разработки под Unity. В программе курса — разборы кейсов, программирование и анализ выполненных задач. 

Минимум теории, максимум полезностей. А для самых талантливых студентов курса по результатам итогового испытания, возможно создание первого собственного игрового проекта, а также трудоустройство в VR-лабораторию Института инновационного развития СамГМУ. 

Подробная информация и расписание занятий будет здесь:
 https://vk.com/unitysamara 

Регистрация на курс:
 https://startap-tsentr-iir-samgmu.timepad.ru/event/1235423/

Задать вопросы можно:
По телефону - 89879490504
В личных сообщениях - [id3246584|Элеонора Рогалевич]
 По электронной почте: элerogalevich@smuit.ru

#мероприятия@samara_it_community",0
2409,1580047207,834,6,0,"В ближайшее время пройдёт трансляция с участниками #sitc_game_jam на нашем Twitch канале https://www.twitch.tv/samara_it_community

Присоединяйтесь!",1
2405,1580032277,2811,14,0,Не знаете чем заняться в воскресный день? Послушайте наш свежий #SITCast про Junost и Javascript!,6
2402,1579699500,837,3,0,"Вакансия PHP разработчик:
https://samara.hh.ru/vacancy/35442623

#вакансии@samara_it_community",0
2400,1579612974,949,4,0,"Уже в эту субботу, 25 января в Тольятти пройдет митап «Mercury PRO Frontend: Эволюция фронтенд-разработчика».

Серия митапов Mercury PRO — это лекции и воркшопы для профессионалов от [club46648358|Mercury Development].

Встреча начнётся в 11.30 в конференц-зале Гостинницы «Вега». Все подробности и регистрация на митап по ссылке: https://mercdev.timepad.ru/event/1226137/

Будьте внимательны — количество мест строго ограничено!

#мероприятия@samara_it_community",0
2397,1579501848,1047,3,0,"Центр информационной безопасности компании «Инфосистемы Джет» – это профессиональное сообщество специалистов по ИБ. Которое защищает бизнес заказчиков от киберугроз уже 22 года. 

Приглашается специалист по информационной безопасности центра мониторинга и реагирования на инциденты информационной безопасности Jet CSIRT.

ВАШИ ЗАДАЧИ:

- Мониторинг инцидентов ИБ в системах корреляции инцидентов и управления инцидентами (SIEM и IRP)

- Отслеживание заявок и работа в системе работы с заявками

- Прием заявок на инциденты ИБ от клиентов (в том числе по телефону)

- Уведомление клиентов по инцидентам ИБ

- Формирование карточки инцидентов ИБ

- Фильтрация ложных срабатываний

- Эскалация сложных инцидентов 2-й линии обработки инцидентов

- Предоставление выгрузок данных из SIEM системы по запросу 2-й линии обработки инцидентов

ОЖИДАНИЯ:

Желание развиваться в сфере ИБ
Базовое понимание и опыт администрирования UNIX-систем и Microsoft Windows инфраструктуры;
Английский язык – чтение технической документации, ведение деловой переписки приветствуется
Инициативность, стрессоустойчивость, умение работать на результат, умение работать в командеУверенный пользователь MS Office

Компания предлагает:

   Интересные проекты, возможность профессионального и карьерного роста, работу в дружном коллективе профессионалов;
   Работу в команде экспертов по информационной безопасности
   Профессиональное обучение и сертификации за счёт компании
   Возможность карьерного роста внутри команды
   Оформление по ТК РФ
   Заработную плату по результатам собеседования + премии по итогам работы
Ваши желания будут учитываться.
   Социальный пакет с возможностью выбора между ДМС, изучением иностранных языков и абонементом в фитнес-центр
   График работы посменный: 2/2 
Возможность совмещения с учебой.
Офис: г. Самара, Партизанская 88. 

Резюме лучше заранее отправлять на почту na.gurkin@jet.su
Телефон 8-987-917-36-05

#вакансии@samara_it_community",0
2391,1579268700,1700,8,0,"🚘🔊 Первый SITDigest в 2020 и первый, синтезированный машиной в аудио версии!",3
2389,1579245481,2324,21,5,"ПАО ""МегаФон"" приглашает на оплачиваемую IT-стажировку Junior Developers!💚💚💜 

Стажировка в команде ПАО ""МегаФон"" - это возможность получить ценный опыт работы в направлении ""Разработка цифровых инноваций"" и начать строить карьеру в IT уже прямо сейчас!

⏳ Занятность от 20 часов в неделю, интересные проекты и опытные наставники. 
 
🎓 Рассматриваются заявки от студентов/выпускников математического и IT факультетов. 
 
✏Задачи: 
Задачи по созданию мульти-классификатора для виртуального робота ""Елены"" в каналах Чат и Voice; 
Подготовка datasets для обучения; 
Обучение модели используя сформированный dataset. 
 
👨‍🎓От вас ожидают: 
Программирование java / python; 
Знание линейной алгебры, тензоров; 
Собранность, ответственность, готовность к работе в режиме многозадачности, логическое мышление; 
В приоритете студенты и выпускники (участники кейс-чемпионатов в IT и олимпиад); 
Творческий подход к решению задач и желание креативить. 
 
Откликнуться на вакансию можно ниже по ссылке или написав в ЛС [id121842629|Алина Цыбулина] 

Ссылка для отклика: https://job.megafon.ru/vacancy/stazher-razrabotchik

#вакансии@samara_it_community",0
2383,1579172869,942,3,0,"30 января пройдет следующий митап от [club168786967|сообщества Quantified Self Russia] ""О кибербезопасности простыми словами""

На нём обсудят как защитить свои персональные, банковские, корпоративные данные и не попасть на уловки мошенников. 
 
Затронут следующие темы: 
- Что можно и что нельзя делать в интернете; 
- Правила поведения в интернете; 
- Мошенничество в интернете: типология преступных схем и объемы хищений; 
- Как грамотно вести себя при возникновении угроз безопасности информации; 
- Какие новые киберугрозы могут ожидать бизнес в ближайшее время; 
- Законодательные требования и стандарты в цифровой сфере; 
- Кто несет ответственность за уязвимость перед кибератакой; 
- Какие новейшие инструменты защиты повышают киберустойчивость компании; 
- Как технологии будущего изменят рынок ИБ; 
- Что должен знать о киберугрозах каждый сотрудник вашей компании? 
 
Предупрежден - значит вооружен. 
Регистрация по ссылке https://qsr.timepad.ru/event/1233994/ 
Участие бесплатное. 
 
Место: Университет МИР, ул. Аксакова, 21.

#мероприятия@samara_it_community",0
2381,1579084460,863,2,0,"Компания «Авто-Брокер» (г.Самара) приглашает в свою команду по разработке и поддержке интернет-портала программиста. 

Обязанности: 
- Backend разработка (основная работа); 
- Выполнение дополнительных задач,если владеете продвинутыми знаниями и опытом в верстке.

Вашим преимуществом будет опыт работы с Битрикс 24 и классифайдами (OSCLASS).

Условия: 
- Уровень заработной платы обсуждается индивидуально по результатам собеседования; 
- Интересная работа в стабильной, развивающейся компании; 
- Официальное трудоустройство в соответствии с ТК РФ; 

Интересно узнать подробнее? Переходите в HH или отправляйте резюме на почту kolokoltsov.vlad@mail.ru 
Также можете позвонить +7 (903) 3307530 
 
https://samara.hh.ru/vacancy/34762250

#вакансии@samara_it_community",0
2377,1578897000,1111,6,0,"16.01.20, в гостях у компании СМС-ИТ состоится вторая встреча сообщества SamDotNet. За деталями добро пожаловать сюда:

https://samdotnet.timepad.ru/event/1228345/

Посетителей ждут интересные доклады, пицца и ключи от продуктов JetBrains.

#мероприятия@samara_it_community",0
2375,1578811800,1114,3,0,Первый в 2020 воскресный опрос!,3
2372,1578644508,942,9,0,"Внимание! Дарим два билета на легендарный дизайн-фестиваль!
[club177941611|@everfest] — второй всероссийский дизайн-фестиваль пройдет в Тамбове 29 февраля и 1 марта.

Чтобы попасть на [club177941611|@everfest] бесплатно, поставьте лайк этой записи. Через неделю мы проведем розыгрыш и выберем счастливчика!

Также мероприятие бесплатно для посещения студентами - если вы один из них, просто напишите организаторам.

Первый фестиваль собрал 1000 участников и 30+ звёздных спикеров из Росбанка, Mail.ru, AGIMA, Skyeng, AIC, Red Collar, Notamedia и других топовых компаний страны.

Новый «Эверфест» — это:
— 3 секции про цифровой дизайн (сайты, мобильные приложения, продукт, UX, UI, анимация, тренды и другие актуальные темы);
— большая секция про дизайн вокруг нас (облик города, брендинг, реклама, промышленный дизайн);
— 2 секции про управление студией и продуктом;
— секция по фронтенду и бэкенду;
— доклады про PR, HR, личный бренд и маркетинг;
— блок докладов специально для начинающих свой путь в диджитале (дизайнеры, разработчики, фрилансеры, основатели молодых студий);
— зал мастер-классов и воркшопов от самых крутых профессионалов в области дизайна, анимации, 3D, управления и продаж, который будет работать оба дня;
— специальная около тематическая секция с блогерами, артистами, музыкантами и другими очень известными личностями. 
— 5 круглых столов на самые горячие темы с лучшими экспертами на рынке.

Получите килотонны новых знаний от лучших спикеров в стране и познакомьтесь со значимыми фигурами отечественного рынка веб-разработки.

Полная информация — https://everfest.ru/

#мероприятия@samara_it_community",3
2371,1578551401,989,2,0,"Remote .Net Developer 60-80k$

https://docs.google.com/document/d/1RIyqsaMVEvzfjJ2btDJCFwcxQ6XDCUg7QKpxVETbgOE

#вакансии@samara_it_community",0
2368,1578486724,865,6,0,"Вопрос от подписчика:

""Всем привет! Может кто-то знает где можно пройти учебную практику программисту (2курс колледжа)? Хочу найти какую-нибудь GameDev студию, желательно не в Самаре.""

Вопросы, которые задал [id329380062|Иван], достаточно распространены и мы решили ответить на них в этом посте.

1) Где пройти практику? 👩‍✈👨‍✈
Открытый список ИТ компаний Самары есть на нашем GitHub: https://github.com/SamaraITCommunity/Samara-Companies
Курсы от компаний есть на нашем сайте: https://sitc.community/study/courses/
Можно находить контакты представителей и обращаться к ним.
2) GameDev представлен [club59883666|Gamedev Guild Samara] - в ней большинство участников покинуло Самару, поэтому поиск студий вне нашего региона отлично подойдёт.

И как всегда, на любые ваши вопросы могут ответить в нашем флудочатике: https://t.me/samara_it",1
2356,1577708562,1393,14,0,"В 2019 году мы привлекли почти тысячу участников на мероприятия организованные сообществом. Спасибо Timepad за диплом, а всем спикерам и слушателям за ламповую атмосферу!",5
2345,1577646953,2714,16,2,Завершаем этот год на #SITCast ноте 🎼,14
2344,1577362994,1187,3,0,Последний дайджест уходящего года 🎏,0
2340,1577255400,1481,6,2,"В новый год, с новым джэмом!

#sitc_ink_jam и #sitc_game_jam в этот раз выходят на новый уровень #sitc_art_jam! Делайте любое творчество на тему ""Льда и Пламени"" в январе 2020 года - пишите поэзию, записывайте рэп, танцуйте, ну и конечно же рисуйте компьютерную графику и создавайте крутые игры.

Выкладывайте свои работы с хэштегами, отмечайте наши аккаунты в социальных сетях и 1 февраля мы назовём победителей.

https://itch.io/jam/sitciceandfire",0
2339,1577194201,1002,2,0,"Alta Personnel - крупная рекрутинговая компания, существующая с 1995 года и имеющая представленность в 5-ти городах России, ищет в свою команду системного администратора.

Основные задачи:
• Администрирование Windows 7/8/10, сервера Windows Server 2012: Active Directory, DHCP, DNS; WSUS; Kerio;
• Поддержка сетевого и серверного оборудования;
• Построение и администрирование ЛВС;
• Обеспечение информационной безопасности;
• Резервное копирование и обеспечение сохранности информации;
• Защита данных, антивирусная защита Kaspersky;
• Сборка, ремонт, модернизация ПК;
• Поддержка пользователей (~70 сотрудников).

Требования: 
• Высшее техническое образование;
• Опыт работы системным администратором от года;
• Опыт администрирования сетей под управлением MS Windows Server: AD, DNS, DHCP, RDP, GPO, WSUS, DFS;
• Коммуникабельность, нацеленность на результат;
• Заинтересованность в развитии и карьерном росте.

Условия: 
• Трудоустройство согласно ТК РФ;
• Стабильная и релевантная заработная плата;
• Обучение, большие возможности для профессионального развития;
• Офис в центре, отличное местоположение и удобная транспортная развязка;
• Интересные корпоративы по случаю и без.

Телефон: +79021813667 
Telegram: zeynepl 

#вакансии@samara_it_community",0
